ID,Pred
2021_1101_1104,0.01835183625265317
2021_1101_1111,0.8127977073096849
2021_1101_1116,0.035907505284680986
2021_1101_1124,0.012495467008513153
2021_1101_1140,0.0383150670168614
2021_1101_1155,0.029940188989750264
2021_1101_1156,0.23200181755404448
2021_1101_1159,0.7051084105572686
2021_1101_1160,0.0790444155645866
2021_1101_1163,0.10069672640736169
2021_1101_1166,0.06190207090907833
2021_1101_1179,0.12189330416675183
2021_1101_1180,0.8555840110496039
2021_1101_1186,0.7150980219411291
2021_1101_1196,0.08518592756416092
2021_1101_1199,0.05814982900640507
2021_1101_1207,0.1506688036880994
2021_1101_1210,0.10108976242263197
2021_1101_1211,0.004748848285803236
2021_1101_1213,0.6928289584340122
2021_1101_1216,0.7598536676914971
2021_1101_1222,0.023499353906113397
2021_1101_1228,0.006482007483921509
2021_1101_1233,0.795532217120485
2021_1101_1234,0.024169224776563542
2021_1101_1242,0.03030098455369113
2021_1101_1251,0.5789567928513499
2021_1101_1260,0.053271044431063015
2021_1101_1261,0.08738473868128767
2021_1101_1268,0.10427538169390912
2021_1101_1276,0.007850061205732268
2021_1101_1277,0.05368506476549616
2021_1101_1281,0.05554648770508508
2021_1101_1287,0.23725391877593935
2021_1101_1291,0.8854922587485979
2021_1101_1313,0.8786447217476264
2021_1101_1314,0.06722934834645129
2021_1101_1317,0.35961816388601714
2021_1101_1325,0.28927799561643885
2021_1101_1326,0.026227427689759813
2021_1101_1328,0.1714049453693138
2021_1101_1329,0.05119415652704997
2021_1101_1331,0.6929508085114239
2021_1101_1332,0.07430061544226481
2021_1101_1333,0.1890743645172998
2021_1101_1345,0.03218382655166141
2021_1101_1353,0.05963379030466091
2021_1101_1361,0.04923769999206777
2021_1101_1364,0.21197215642974404
2021_1101_1382,0.05935514560193345
2021_1101_1393,0.11941594774960947
2021_1101_1397,0.059499108685953615
2021_1101_1400,0.048730351672665366
2021_1101_1403,0.15492474315051902
2021_1101_1411,0.8823343653043384
2021_1101_1417,0.10487909163872426
2021_1101_1422,0.45750933908478186
2021_1101_1425,0.05086638001324479
2021_1101_1429,0.16879523410988553
2021_1101_1433,0.09260830251607081
2021_1101_1437,0.04964054702328053
2021_1101_1438,0.030859602910807273
2021_1101_1439,0.0907418171045233
2021_1101_1452,0.08419100929371916
2021_1101_1455,0.08838259919133841
2021_1101_1457,0.4058808517496242
2021_1101_1458,0.05848095394242349
2021_1104_1111,0.9957127161226247
2021_1104_1116,0.6658049656410973
2021_1104_1124,0.40364454998473964
2021_1104_1140,0.6806301574424175
2021_1104_1155,0.6227781525320555
2021_1104_1156,0.9417211942592117
2021_1104_1159,0.9922421096100423
2021_1104_1160,0.8211430541576126
2021_1104_1163,0.8569279995878883
2021_1104_1166,0.779234713975231
2021_1104_1179,0.8813096384321828
2021_1104_1180,0.9968543974982438
2021_1104_1186,0.9926068984630771
2021_1104_1196,0.83280355332754
2021_1104_1199,0.7675787568559543
2021_1104_1207,0.9046632826437677
2021_1104_1210,0.8574583790468864
2021_1104_1211,0.20333489184304712
2021_1104_1213,0.9917796759742359
2021_1104_1216,0.9941263633235856
2021_1104_1222,0.5627943102908392
