ID,Pred
2021_1101_1104,0.0135336733673296
2021_1101_1111,0.9156430867393593
2021_1101_1116,0.034544560201017344
2021_1101_1124,0.006692496624852005
2021_1101_1140,0.054976187681356134
2021_1101_1155,0.03579820281164084
2021_1101_1156,0.2100581766158731
2021_1101_1159,0.6746548339297834
2021_1101_1160,0.11835530576798739
2021_1101_1163,0.09037573056824753
2021_1101_1166,0.08488462311446762
2021_1101_1179,0.13586067019098483
2021_1101_1180,0.9116026582906318
2021_1101_1186,0.9073321037073558
2021_1101_1196,0.08831037538091303
2021_1101_1199,0.06576415362431047
2021_1101_1207,0.2531291105431777
2021_1101_1210,0.07657803425511184
2021_1101_1211,0.002328671586334926
2021_1101_1213,0.9287383559822299
2021_1101_1216,0.7511064094959323
2021_1101_1222,0.014584752898440847
2021_1101_1228,0.015725142031752112
2021_1101_1233,0.9121691924905773
2021_1101_1234,0.046870803291068165
2021_1101_1242,0.03829298762685523
2021_1101_1251,0.6265928980787684
2021_1101_1260,0.08620397934606834
2021_1101_1261,0.07628794153092412
2021_1101_1268,0.18949951893630182
2021_1101_1276,0.010769650524519354
2021_1101_1277,0.10715656086555161
2021_1101_1281,0.06549803916884095
2021_1101_1287,0.272189604351369
2021_1101_1291,0.9699073113881611
2021_1101_1313,0.8917662047797399
2021_1101_1314,0.14537016222190058
2021_1101_1317,0.47033790216082755
2021_1101_1325,0.3507639244829115
2021_1101_1326,0.035947739842462294
2021_1101_1328,0.3082876622256384
2021_1101_1329,0.04873949074547407
2021_1101_1331,0.778149637056403
2021_1101_1332,0.06361636933421401
2021_1101_1333,0.1804808336312456
2021_1101_1345,0.03485518903600444
2021_1101_1353,0.08367628800658403
2021_1101_1361,0.06984943245019894
2021_1101_1364,0.43528363946253085
2021_1101_1382,0.09723966437089533
2021_1101_1393,0.16353212765226577
2021_1101_1397,0.12054039685474256
2021_1101_1400,0.04254901582346729
2021_1101_1403,0.2028408007225425
2021_1101_1411,0.9349696566088981
2021_1101_1417,0.17685395104772153
2021_1101_1422,0.34688759543423564
2021_1101_1425,0.11591712280172838
2021_1101_1429,0.35206340806899544
2021_1101_1433,0.0853787631568684
2021_1101_1437,0.07697224124545031
2021_1101_1438,0.032454510222907844
2021_1101_1439,0.1511684492050962
2021_1101_1452,0.18503542695202163
