ID,Pred
2021_1101_1104,0.5971804021271161
2021_1101_1111,0.6262572482451285
2021_1101_1116,0.43911483846580246
2021_1101_1124,0.3838731103341374
2021_1101_1140,0.6112086574234974
2021_1101_1155,0.6259746101659159
2021_1101_1156,0.5733498026017009
2021_1101_1159,0.3386733325122412
2021_1101_1160,0.6098494420848672
2021_1101_1163,0.44959669692814636
2021_1101_1166,0.5194686392907
2021_1101_1179,0.4577490673229351
2021_1101_1180,0.6735727222858975
2021_1101_1186,0.7046985992566855
2021_1101_1196,0.6935339251678012
2021_1101_1199,0.5792043507920885
2021_1101_1207,0.7569229877915412
2021_1101_1210,0.510142616376911
2021_1101_1211,0.4865656992344532
2021_1101_1213,0.7305448516291339
2021_1101_1216,0.7867546016853744
2021_1101_1222,0.3260648823392792
2021_1101_1228,0.5679774929832386
2021_1101_1233,0.714860698749504
2021_1101_1234,0.2051451569132897
2021_1101_1242,0.5210862755721093
2021_1101_1251,0.5851818211891334
2021_1101_1260,0.6589718204226149
2021_1101_1261,0.6186028366925514
2021_1101_1268,0.6844202055916482
2021_1101_1276,0.4296710471031875
2021_1101_1277,0.40867963853680983
2021_1101_1281,0.6476947448561272
2021_1101_1287,0.6747919817698217
2021_1101_1291,0.6586083228903179
2021_1101_1313,0.7105659816211118
2021_1101_1314,0.4860801436776984
2021_1101_1317,0.7517907139034236
2021_1101_1325,0.5229491924732108
2021_1101_1326,0.529193475162686
2021_1101_1328,0.5627678700610238
2021_1101_1329,0.7489453588548312
2021_1101_1331,0.6621265832602542
2021_1101_1332,0.5508270783766752
2021_1101_1333,0.49638878990569174
2021_1101_1345,0.5549233267452722
2021_1101_1353,0.43181681406290223
2021_1101_1361,0.5808057318876177
2021_1101_1364,0.5299614345458433
2021_1101_1382,0.41271385887373974
2021_1101_1393,0.3806419549661993
2021_1101_1397,0.469519947330039
2021_1101_1400,0.6832220056779656
2021_1101_1403,0.5279504189671965
2021_1101_1411,0.7103302797978822
2021_1101_1417,0.5847771078373584
2021_1101_1422,0.4895057667505998
2021_1101_1425,0.47674198692079617
2021_1101_1429,0.44123277181395887
2021_1101_1433,0.6486520505677456
2021_1101_1437,0.48954981273903886
2021_1101_1438,0.4181529431843575
2021_1101_1439,0.49397860269929006
2021_1101_1452,0.5592675603844441
2021_1101_1455,0.48318464165349756
2021_1101_1457,0.6390611776872802
2021_1101_1458,0.4970235564202923
2021_1104_1111,0.5762330701923715
2021_1104_1116,0.3885003998277089
2021_1104_1124,0.3358137833761455
2021_1104_1140,0.5605835520218722
2021_1104_1155,0.5759382181528626
2021_1104_1156,0.5216531103949318
2021_1104_1159,0.29357647401670817
2021_1104_1160,0.5591749993059602
2021_1104_1163,0.39863275457209146
2021_1104_1166,0.4673089669746612
2021_1104_1179,0.4065435889119318
2021_1104_1180,0.6261005066121915
2021_1104_1186,0.6594645013849889
2021_1104_1196,0.6474452267881361
2021_1104_1199,0.5276326010954476
2021_1104_1207,0.7164699735342103
2021_1104_1210,0.45802679923271805
2021_1104_1211,0.4347209847029773
2021_1104_1213,0.6875142709296694
2021_1104_1216,0.7496239863549222
2021_1104_1222,0.28193119419161977
2021_1104_1228,0.5161791535126916
2021_1104_1233,0.6704552867026797
2021_1104_1234,0.17317268471843347
2021_1104_1242,0.4689226793594804
2021_1104_1251,0.5337529413187132
2021_1104_1260,0.6106037525331229
2021_1104_1261,0.5682604402115353
2021_1104_1268,0.6376769545661043
2021_1104_1276,0.3794088080087473
2021_1104_1277,0.3593258696826571
2021_1104_1281,0.5987012635763419
2021_1104_1287,0.6273989962315193
2021_1104_1291,0.6102191947443153
2021_1104_1313,0.66580441785347
2021_1104_1314,0.4342434089512658
2021_1104_1317,0.7108099073554762
2021_1104_1325,0.4707824299480553
2021_1104_1326,0.4770266811350549
2021_1104_1328,0.5108828058424916
2021_1104_1329,0.7076774363053598
2021_1104_1331,0.613943824484078
2021_1104_1332,0.49878702663983204
2021_1104_1333,0.4444033507421696
2021_1104_1345,0.5029295906306042
2021_1104_1353,0.38147145658197096
2021_1104_1361,0.5292707386379448
2021_1104_1364,0.47779576436049803
2021_1104_1382,0.3631721188556376
2021_1104_1393,0.33276867107269636
2021_1104_1397,0.41801278472747994
2021_1104_1400,0.6363955645046606
2021_1104_1403,0.47578232987532554
2021_1104_1411,0.6655494214503981
2021_1104_1417,0.5333380655450887
2021_1104_1422,0.4376147910723842
2021_1104_1425,0.4250774057701138
2021_1104_1429,0.39054419297440546
2021_1104_1433,0.5997094211035533
2021_1104_1437,0.4376581708740539
2021_1104_1438,0.368367825714702
2021_1104_1439,0.44202403131960416
2021_1104_1452,0.5073307572912892
2021_1104_1455,0.4313974895966905
2021_1104_1457,0.589627772035507
2021_1104_1458,0.44503038450872384
2021_1111_1116,0.21933684571275752
2021_1111_1124,0.18273583923660594
2021_1111_1140,0.3606868443087733
2021_1111_1155,0.3752418744171663
2021_1111_1156,0.3253596935479178
2021_1111_1159,0.15525160244596345
2021_1111_1160,0.3593697882654031
2021_1111_1163,0.2266928632920344
2021_1111_1166,0.27951554336043005
2021_1111_1179,0.23251082143309268
2021_1111_1180,0.4254618752282661
2021_1111_1186,0.4613258471273306
2021_1111_1196,0.44816520423401823
2021_1111_1199,0.3306444272833032
2021_1111_1207,0.5277472909549477
2021_1111_1210,0.272058443449817
2021_1111_1211,0.25378429592970825
2021_1111_1213,0.49315262519943714
2021_1111_1216,0.5697160867796399
2021_1111_1222,0.1479441368608167
2021_1111_1228,0.3205651578278147
2021_1111_1233,0.4736070472325479
2021_1111_1234,0.08477093917870446
2021_1111_1242,0.2808226355966922
2021_1111_1251,0.3361056266777587
2021_1111_1260,0.4094923841138975
2021_1111_1261,0.36791831332468494
2021_1111_1268,0.4376710525369822
2021_1111_1276,0.2128261846888282
2021_1111_1277,0.1987371009209695
2021_1111_1281,0.39750822750863624
2021_1111_1287,0.4268192589786789
2021_1111_1291,0.40910141678050416
2021_1111_1313,0.46838089197830013
2021_1111_1314,0.25341638283857854
2021_1111_1317,0.5208393718584029
2021_1111_1325,0.28233297417659126
2021_1111_1326,0.2874352802292227
2021_1111_1328,0.3159651599185895
2021_1111_1329,0.5170472727079918
2021_1111_1331,0.41289885440914986
2021_1111_1332,0.3056008924552736
2021_1111_1333,0.2612995622483972
2021_1111_1345,0.30912856302880853
2021_1111_1353,0.21429593021934962
2021_1111_1361,0.3321009577533483
2021_1111_1364,0.28806706541082056
2021_1111_1382,0.2014047734807475
2021_1111_1393,0.1807011671136708
2021_1111_1397,0.24106464643372486
2021_1111_1400,0.43630759548276044
2021_1111_1403,0.286414635323041
2021_1111_1411,0.46809560090571334
2021_1111_1417,0.3357337547593401
2021_1111_1422,0.2560191618252574
2021_1111_1425,0.2464048956009338
2021_1111_1429,0.2208120666276046
2021_1111_1433,0.3985140340925596
2021_1111_1437,0.256052736344497
2021_1111_1438,0.20503127363196258
2021_1111_1439,0.25944279604168513
2021_1111_1452,0.31290135969603794
2021_1111_1455,0.25122930566820045
2021_1111_1457,0.3885317418544725
2021_1111_1458,0.2617899764269541
2021_1116_1124,0.515675534980078
2021_1116_1140,0.7287439383619161
2021_1116_1155,0.7409380315400409
2021_1116_1156,0.6966498375735859
2021_1116_1159,0.466712229994906
2021_1116_1160,0.7276125058420386
2021_1116_1163,0.5826261134029364
2021_1116_1166,0.6488020230403327
2021_1116_1179,0.590602309412797
2021_1116_1180,0.7790695447997051
2021_1116_1186,0.8030769084467515
2021_1116_1196,0.7945472972965737
2021_1116_1199,0.7016927431407955
2021_1116_1207,0.8418085720168536
2021_1116_1210,0.6402477481515495
2021_1116_1211,0.6182468063818631
2021_1116_1213,0.8224816586447342
2021_1116_1216,0.8631066783760848
2021_1116_1222,0.4525993013123644
2021_1116_1228,0.6919960580001219
2021_1116_1233,0.8107626699498945
2021_1116_1234,0.30606556706151555
2021_1116_1242,0.6502773903888336
2021_1116_1251,0.7068110048444654
2021_1116_1260,0.7675590555734237
2021_1116_1261,0.7348724199143967
2021_1116_1268,0.7875171838916883
2021_1116_1276,0.5628336125995785
2021_1116_1277,0.5415135132884938
2021_1116_1281,0.7585571021674059
2021_1116_1287,0.7800234451969777
2021_1116_1291,0.7672704231777091
2021_1116_1313,0.8075234902059554
2021_1116_1314,0.6177879589689997
2021_1116_1317,0.8380851687125699
2021_1116_1325,0.6519734077592063
2021_1116_1326,0.6576345029757608
2021_1116_1328,0.687459006556652
2021_1116_1329,0.8360132719558406
2021_1116_1331,0.7700598184809839
2021_1116_1332,0.6769688624731227
2021_1116_1333,0.6274793943916086
2021_1116_1345,0.680581833446485
2021_1116_1353,0.564985609963827
2021_1116_1361,0.7030669530191948
2021_1116_1364,0.6583282225926674
2021_1116_1382,0.5456490096132601
2021_1116_1393,0.5122573494737179
2021_1116_1397,0.6019967795217577
2021_1116_1400,0.7865883681172926
2021_1116_1403,0.6565104499869746
2021_1116_1411,0.8073453384461873
2021_1116_1417,0.7064654333024477
2021_1116_1422,0.6210201455149089
2021_1116_1425,0.6089175183388881
2021_1116_1429,0.5743699491218961
2021_1116_1433,0.7593251034162781
2021_1116_1437,0.6210616284477696
2021_1116_1438,0.551195754908591
2021_1116_1439,0.6252229094781463
2021_1116_1452,0.6843971141298307
2021_1116_1455,0.6150468398443668
2021_1116_1457,0.7515983881225151
2021_1116_1458,0.6280727320132792
2021_1124_1140,0.7823633469113156
2021_1124_1155,0.7928322582245234
2021_1124_1156,0.7544759078165738
2021_1124_1159,0.5393894183727873
2021_1124_1160,0.7813884738054471
2021_1124_1163,0.6513086260727937
2021_1124_1166,0.7119781092599602
2021_1124_1179,0.6587410649248598
2021_1124_1180,0.8251281814933469
2021_1124_1186,0.8451255477951142
2021_1124_1196,0.8380499599717613
2021_1124_1199,0.7588902163722088
2021_1124_1207,0.8768550874420821
2021_1124_1210,0.7042612175292848
2021_1124_1211,0.6842443833871129
2021_1124_1213,0.8611034703529477
2021_1124_1216,0.8940286936535216
2021_1124_1222,0.5252433384470013
2021_1124_1228,0.7503913982483416
2021_1124_1233,0.8514737030155882
2021_1124_1234,0.3711363443724832
2021_1124_1242,0.7133053523956804
2021_1124_1251,0.7633580654965002
2021_1124_1260,0.815448903241388
2021_1124_1261,0.7876334324405876
2021_1124_1268,0.8321940271330344
2021_1124_1276,0.6327199647820587
2021_1124_1277,0.61246137600374
2021_1124_1281,0.8078372958260402
2021_1124_1287,0.8259276504740296
2021_1124_1291,0.8152054207848025
2021_1124_1313,0.8488014195643462
2021_1124_1314,0.6838242939329612
2021_1124_1317,0.873832952369915
2021_1124_1325,0.7148297522842701
2021_1124_1326,0.7199076558027723
2021_1124_1328,0.7463992984234378
2021_1124_1329,0.8721487092198096
2021_1124_1331,0.8175569005114464
2021_1124_1332,0.7371309812611316
2021_1124_1333,0.6926742644124066
2021_1124_1345,0.7403291693271872
2021_1124_1353,0.6347511916474972
2021_1124_1361,0.7600910227872132
2021_1124_1364,0.7205288166934309
2021_1124_1382,0.6164102435625564
2021_1124_1393,0.5842566863570265
2021_1124_1397,0.6693009711953624
2021_1124_1400,0.8314186991621301
2021_1124_1403,0.7189006655319247
2021_1124_1411,0.8486543131614179
2021_1124_1417,0.7630568009934744
2021_1124_1422,0.6867811708136984
2021_1124_1425,0.6756818808729627
2021_1124_1429,0.6435799509347072
2021_1124_1433,0.8084881182030899
2021_1124_1437,0.6868190856205622
2021_1124_1438,0.6216920587548852
2021_1124_1439,0.6906179758547725
2021_1124_1452,0.74369955344458
2021_1124_1455,0.6813124642701246
2021_1124_1457,0.801928034271221
2021_1124_1458,0.6932145311557855
2021_1140_1155,0.6610743500133902
2021_1140_1156,0.6103136837227174
2021_1140_1159,0.3737617156844866
2021_1140_1160,0.64560570294368
2021_1140_1163,0.4877022526569463
2021_1140_1166,0.5574978620120169
2021_1140_1179,0.49592301538993516
2021_1140_1180,0.7063014440451367
2021_1140_1186,0.7355318635041286
2021_1140_1196,0.7250781402138609
2021_1140_1199,0.6160007199455626
2021_1140_1207,0.7839749377580961
2021_1140_1210,0.5482680794078996
2021_1140_1211,0.5248169118164814
2021_1140_1213,0.7596000592046147
2021_1140_1216,0.8113141995730451
2021_1140_1222,0.36055916635719587
2021_1140_1228,0.6050862277845451
2021_1140_1233,0.745016833358639
