ID,Pred
2021_1101_1104,0.024550986453985086
2021_1101_1111,0.8154082695363973
2021_1101_1116,0.03763057318107391
2021_1101_1124,0.009237240321514028
2021_1101_1140,0.048876978340448775
2021_1101_1155,0.055217744710708755
2021_1101_1156,0.2881308075808077
2021_1101_1159,0.24514882680520347
2021_1101_1160,0.08615823913578168
2021_1101_1163,0.11246958400344156
2021_1101_1166,0.06869460608027983
2021_1101_1179,0.09071638738180074
2021_1101_1180,0.8063099939491639
2021_1101_1186,0.7145975365316185
2021_1101_1196,0.13502709128664186
2021_1101_1199,0.06865894324067456
2021_1101_1207,0.2131642760948913
2021_1101_1210,0.10762766437155274
2021_1101_1211,0.003282255711710479
2021_1101_1213,0.6598244991554333
2021_1101_1216,0.7314480723269311
2021_1101_1222,0.018208645988851253
2021_1101_1228,0.008846632664793784
2021_1101_1233,0.7493752571132094
2021_1101_1234,0.02281133638358847
2021_1101_1242,0.04492861688414877
2021_1101_1251,0.46573867109063416
2021_1101_1260,0.05065110111052382
2021_1101_1261,0.08790648710785158
2021_1101_1268,0.15610989843328144
2021_1101_1276,0.010061861666403939
2021_1101_1277,0.09114000612531956
2021_1101_1281,0.08878981371461976
2021_1101_1287,0.2716641185668736
2021_1101_1291,0.8967202085196646
2021_1101_1313,0.8415300646780819
2021_1101_1314,0.09994212531853688
2021_1101_1317,0.4028646241682116
2021_1101_1325,0.2581169901272741
2021_1101_1326,0.03245860223653367
2021_1101_1328,0.21936122481560086
2021_1101_1329,0.07330698043799755
2021_1101_1331,0.7173238414212074
2021_1101_1332,0.0792190325348481
2021_1101_1333,0.20923797784364428
2021_1101_1345,0.04811330155100063
2021_1101_1353,0.089960421307068
2021_1101_1361,0.05415256721304073
2021_1101_1364,0.17655159810411844
2021_1101_1382,0.06411558220978074
2021_1101_1393,0.135124229542834
2021_1101_1397,0.07626465993825664
2021_1101_1400,0.06193029342488453
2021_1101_1403,0.17042542145254946
2021_1101_1411,0.8649418490617228
2021_1101_1417,0.15229178582279745
2021_1101_1422,0.4304709698404216
2021_1101_1425,0.06079427294292372
2021_1101_1429,0.19484464124044043
2021_1101_1433,0.1230999304610271
2021_1101_1437,0.061406352625369184
