ID,Pred
2021_1101_1104,0.003932136317679425
2021_1101_1111,0.9434061555961911
2021_1101_1116,0.01429239359265191
2021_1101_1124,0.0011457035331456198
2021_1101_1140,0.008714209020176897
2021_1101_1155,0.006324506511098607
2021_1101_1156,0.05852684313013219
2021_1101_1159,0.355999076409948
2021_1101_1160,0.06084809250429029
2021_1101_1163,0.025824112490686783
2021_1101_1166,0.026157529912854145
2021_1101_1179,0.027750734132640027
2021_1101_1180,0.9543472392329204
2021_1101_1186,0.9314704098286477
2021_1101_1196,0.03522871966303292
2021_1101_1199,0.028267837830844283
2021_1101_1207,0.03567360617116028
2021_1101_1210,0.01753148360569495
2021_1101_1211,0.0001772428259151939
2021_1101_1213,0.905337495159256
2021_1101_1216,0.8159358019844687
2021_1101_1222,0.005389486566163869
2021_1101_1228,0.0012879742308442572
2021_1101_1233,0.956773537096126
2021_1101_1234,0.005990899292857398
2021_1101_1242,0.015637381763726216
2021_1101_1251,0.704708757151013
2021_1101_1260,0.020550224993024814
2021_1101_1261,0.013231453050556565
2021_1101_1268,0.02589172291188706
2021_1101_1276,0.0009113316550873387
2021_1101_1277,0.005536544500899229
2021_1101_1281,0.008859819167027267
2021_1101_1287,0.11904213735523693
2021_1101_1291,0.9910312402489846
2021_1101_1313,0.9452880286031817
2021_1101_1314,0.026456374831275137
2021_1101_1317,0.28522605555963154
2021_1101_1325,0.11115192864500523
2021_1101_1326,0.008853557887114241
2021_1101_1328,0.15068092687758333
2021_1101_1329,0.023405964109021484
2021_1101_1331,0.770135676343993
2021_1101_1332,0.02135696082933429
2021_1101_1333,0.03739061322789896
2021_1101_1345,0.008943861351701334
2021_1101_1353,0.006471082354247611
2021_1101_1361,0.023600227480430606
2021_1101_1364,0.18042647249338478
2021_1101_1382,0.011188697602615396
2021_1101_1393,0.02748987115099797
2021_1101_1397,0.046757759317600504
2021_1101_1400,0.025653178855086868
2021_1101_1403,0.13188130456053235
2021_1101_1411,0.9806423321776986
2021_1101_1417,0.02280284183359142
2021_1101_1422,0.2322966517050867
2021_1101_1425,0.022450486626328862
2021_1101_1429,0.1263384340641979
2021_1101_1433,0.021568884049397885
2021_1101_1437,0.019120066703999735
